        -0.1         -0.1         -0.3
        -0.1        -0.05         -0.3
           0            0            0
       -0.05        -0.15         -0.3
       -0.05         -0.1         -0.3
       -0.05         -0.1        -0.25
       -0.05        -0.05        -0.35
       -0.05        -0.05         -0.3
       -0.05        -0.05        -0.25
       -0.05        -0.05        -0.15
       -0.05        -0.05         -0.1
       -0.05        -0.05        -0.05
           0            0            0
        -0.1         -0.1         0.15
        -0.1        -0.05         0.15
        -0.1        -0.05          0.2
           0            0            0
       -0.05        -0.15         0.15
       -0.05         -0.1          0.1
       -0.05         -0.1         0.15
       -0.05         -0.1          0.2
       -0.05        -0.05 -6.13013e-17
       -0.05        -0.05         0.05
       -0.05        -0.05          0.1
       -0.05        -0.05         0.15
       -0.05        -0.05          0.2
       -0.05        -0.05         0.25
        -0.1    1.216e-16        -0.35
        -0.1   1.1763e-16         -0.3
        -0.1  1.02173e-16        -0.25
        -0.1  5.61157e-17        -0.15
        -0.1  6.46615e-17         -0.1
        -0.1  4.85581e-17        -0.05
        -0.1         0.05        -0.35
        -0.1         0.05         -0.3
        -0.1         0.05        -0.25
        -0.1         0.05         -0.2
        -0.1         0.05        -0.15
        -0.1         0.05         -0.1
        -0.1         0.05        -0.05
        -0.1          0.1        -0.35
        -0.1          0.1         -0.3
        -0.1          0.1        -0.25
        -0.1          0.1         -0.2
        -0.1          0.1        -0.15
        -0.1          0.1         -0.1
        -0.1          0.1        -0.05
       -0.05   1.1532e-16         -0.4
       -0.05  1.18239e-16        -0.35
       -0.05  1.26573e-16         -0.3
       -0.05    9.093e-17        -0.25
       -0.05  7.25535e-17         -0.2
       -0.05   7.1232e-17        -0.15
       -0.05   5.8238e-17         -0.1
       -0.05  6.84954e-17        -0.05
       -0.05         0.05         -0.4
       -0.05         0.05        -0.35
       -0.05         0.05         -0.3
       -0.05         0.05        -0.25
       -0.05         0.05         -0.2
       -0.05         0.05        -0.15
       -0.05         0.05         -0.1
       -0.05         0.05        -0.05
       -0.05          0.1         -0.4
       -0.05          0.1        -0.35
       -0.05          0.1         -0.3
       -0.05          0.1        -0.25
       -0.05          0.1         -0.2
       -0.05          0.1        -0.15
       -0.05          0.1         -0.1
       -0.05          0.1        -0.05
       -0.05         0.15        -0.35
       -0.05         0.15         -0.3
       -0.05         0.15        -0.25
       -0.05         0.15         -0.2
       -0.05         0.15        -0.15
       -0.05         0.15        -0.05
        -0.1  5.16125e-17 -7.00606e-17
        -0.1  6.62739e-17          0.1
        -0.1  4.92534e-17         0.15
        -0.1  6.95471e-17          0.2
        -0.1  8.06974e-17         0.25
        -0.1         0.05 -6.93288e-17
        -0.1         0.05         0.05
        -0.1         0.05          0.1
        -0.1         0.05         0.15
        -0.1         0.05          0.2
        -0.1          0.1 -7.14234e-17
       -0.05  6.47921e-17 -6.92468e-17
       -0.05  6.62897e-17         0.05
