0.368985 0.631015
0.263561 0.736439
0.460202 0.539798
0.421697 0.578303
0.342629 0.657371
0.460202 0.539798
0.421697 0.578303
0.342629 0.657371
0.490328 0.509672
0.475885 0.524115
0.459385 0.540615
       0        1
0.439268 0.560732
0.614975 0.385025
0.571048 0.428952
0.702829 0.297171
 0.76515  0.23485
0.571048 0.428952
0.702829 0.297171
 0.76515  0.23485
0.778096 0.221904
0.796728 0.203272
0.818798 0.181202
0.483025 0.516975
0.477285 0.522715
0.502014 0.497986
0.515596 0.484404
0.545818 0.454182
0.540897 0.459103
0.576039 0.423961
0.497549 0.502451
0.492597 0.507403
0.488822 0.511178
0.504393 0.495607
0.507422 0.492578
0.511966 0.488034
0.520404 0.479596
0.531057 0.468943
0.553548 0.446452
0.784874 0.215126
0.795894 0.204106
0.774237 0.225763
0.796728 0.203272
0.806962 0.193038
0.663893 0.336107
0.751746 0.248254
0.786888 0.213112
0.844047 0.155953
0.826588 0.173412
0.829832 0.170168
0.830678 0.169322
0.828265 0.171735
0.832863 0.167137
0.781968 0.218032
0.812189 0.187811
0.825352 0.174648
0.483025 0.516975
0.477285 0.522715
0.497549 0.502451
0.492597 0.507403
0.488822 0.511178
0.502014 0.497986
0.515596 0.484404
0.545818 0.454182
0.504393 0.495607
0.507422 0.492578
0.511966 0.488034
0.540897 0.459103
0.576039 0.423961
0.520404 0.479596
0.531057 0.468943
0.553548 0.446452
0.784874 0.215126
0.795894 0.204106
0.844047 0.155953
0.826588 0.173412
0.829832 0.170168
0.774237 0.225763
0.796728 0.203272
0.806962 0.193038
0.830678 0.169322
0.828265 0.171735
0.832863 0.167137
0.663893 0.336107
0.751746 0.248254
0.786888 0.213112
0.781968 0.218032
0.812189 0.187811
0.825352 0.174648
0.502878 0.497122
0.502878 0.497122
0.502878 0.497122
0.508207 0.491793
0.513159 0.486841
0.516934 0.483066
0.522731 0.477269
0.528471 0.471529
0.508207 0.491793
0.513159 0.486841
0.516934 0.483066
0.512399 0.487601
0.520783 0.479217
0.528195 0.471805
0.528892 0.471108
0.543161 0.456839
0.569518 0.430482
0.522731 0.477269
0.528471 0.471529
0.528892 0.471108
0.543161 0.456839
0.569518 0.430482
0.560732 0.439268
0.595874 0.404126
       1        0
0.864759 0.135241
0.841081 0.158919
0.872159 0.127841
 0.84715  0.15285
0.840491 0.159509
 0.83606  0.16394
  0.8356   0.1644
0.872159 0.127841
 0.84715  0.15285
0.840491 0.159509
0.846906 0.153094
0.841626 0.158374
0.840869 0.159131
0.797937 0.202063
0.824293 0.175707
 0.83384  0.16616
 0.83606  0.16394
  0.8356   0.1644
0.797937 0.202063
0.824293 0.175707
 0.83384  0.16616
0.683727 0.316273
0.771581 0.228419
0.806722 0.193278
