  -0.0723306     -0.40429    -0.200582
  -0.0755073    -0.402391    -0.186944
  -0.0721004    -0.386088    -0.203562
  -0.0753111    -0.383946    -0.190325
  -0.0634039     -0.40457    -0.208106
  -0.0665544    -0.402691    -0.194313
  -0.0631783    -0.386126    -0.211031
  -0.0662326    -0.384259     -0.19785
  -0.0633347    -0.368861     -0.21555
  -0.0661397    -0.366845    -0.203038
  -0.0608744    -0.356888    -0.235166
  -0.0638378    -0.353341    -0.221909
    -0.07825    -0.401627    -0.174521
  -0.0691372    -0.401826    -0.181601
  -0.0709151    -0.343807     -0.23602
  -0.0741508     -0.32805    -0.233876
  -0.0612169    -0.343512    -0.242803
  -0.0642629     -0.33986    -0.230392
   -0.061396    -0.331436    -0.251849
  -0.0644666    -0.327669    -0.240387
  -0.0613442     -0.32007    -0.262018
  -0.0644607    -0.316208     -0.25144
  -0.0642717    -0.305152    -0.263083
  -0.0638184    -0.294267    -0.275004
  -0.0657565    -0.289471    -0.267588
  -0.0637449    -0.282995    -0.287003
  -0.0655659    -0.277666    -0.280748
  -0.0642508     -0.27043    -0.298357
  -0.0658233    -0.264663    -0.293373
  -0.0651451    -0.255798    -0.308282
  -0.0667689    -0.249682    -0.304503
  -0.0664611    -0.256799    -0.287656
  -0.0669927    -0.240904    -0.299548
  -0.0658651    -0.238566    -0.316068
  -0.0679729    -0.231988    -0.312649
  -0.0684254    -0.211545     -0.31632
  -0.0673246    -0.189412    -0.316266
  -0.0759146    -0.222138    -0.302607
  -0.0745763     -0.17125    -0.299262
  -0.0727616    -0.151639    -0.297752
  -0.0721377     -0.14339    -0.287589
   -0.070559    -0.134059    -0.296298
  -0.0705533    -0.126885    -0.286928
  -0.0704032    -0.119297    -0.274651
  -0.0683644     -0.11842    -0.296748
  -0.0690882    -0.112481    -0.287808
  -0.0696038    -0.105543    -0.276151
  -0.0675997    -0.103661    -0.299739
  -0.0686001   -0.0991183    -0.290403
  -0.0694823   -0.0928635    -0.278703
  -0.0683748   -0.0904462    -0.318161
  -0.0694714   -0.0881655    -0.305925
  -0.0701892   -0.0846651    -0.294496
   -0.070686   -0.0790217    -0.282031
  -0.0700721   -0.0700612    -0.267302
  -0.0680873    -0.222627    -0.308167
  -0.0675151    -0.211901    -0.299737
  -0.0690714    -0.202066    -0.311741
  -0.0681375     -0.19154    -0.304013
  -0.0687191    -0.180339    -0.310732
  -0.0680472    -0.170403    -0.303621
  -0.0664043    -0.160806     -0.29261
   -0.066719    -0.159337    -0.307481
  -0.0666534    -0.150499    -0.300522
  -0.0655177    -0.142036     -0.29091
  -0.0644659    -0.133404    -0.277365
  -0.0636245    -0.140139    -0.305148
  -0.0643703    -0.132927    -0.297441
  -0.0641563    -0.125627    -0.288916
  -0.0634118    -0.117763    -0.276562
  -0.0608434    -0.122613    -0.305722
  -0.0617544    -0.117299    -0.297096
  -0.0624812    -0.111452    -0.288427
  -0.0624823    -0.104288    -0.276589
  -0.0620457   -0.0946035    -0.260662
  -0.0597683    -0.105876    -0.309937
   -0.060576    -0.102537    -0.299638
  -0.0614872   -0.0982416     -0.29038
  -0.0617311   -0.0919203      -0.2783
  -0.0614732   -0.0822245    -0.262351
  -0.0607645   -0.0887607    -0.318095
  -0.0619509   -0.0870598    -0.305856
  -0.0628318   -0.0838398    -0.293955
  -0.0628152   -0.0782749    -0.280374
  -0.0620637   -0.0691592    -0.264903
  -0.0622513   -0.0555956    -0.246236
  -0.0646435   -0.0379373    -0.224193
  -0.0964145   -0.0121972   -0.0586006
  -0.0941041     0.019795    -0.119353
  -0.0976305    0.0191226   -0.0972957
   -0.100036    0.0141754   -0.0773734
  -0.0988712      0.00745   -0.0580453
   -0.094623  -0.00072947   -0.0384602
  -0.0886113   -0.0101396   -0.0181631
  -0.0569099    -0.404118    -0.203084
  -0.0536748    -0.387588    -0.219989
  -0.0567918    -0.385601     -0.20661
  -0.0505821    -0.344214    -0.251712
  -0.0556896    -0.263026    -0.298366
  -0.0567973    -0.248097    -0.308797
  -0.0575108     -0.23948    -0.303562
  -0.0582412    -0.230504    -0.315987
  -0.0591132    -0.210158    -0.318886
   -0.058373    -0.187874    -0.318398
   0.0530708    -0.106718    -0.333253
   0.0541439   -0.0890027    -0.340851
  -0.0590523    -0.221403    -0.311417
  -0.0588643    -0.210667    -0.302911
  -0.0603611    -0.200711    -0.314387
   -0.059921    -0.190264    -0.306719
    -0.06046    -0.178996    -0.312776
  -0.0602726    -0.169142    -0.305825
  -0.0588807    -0.159321    -0.294863
  -0.0588311    -0.157841     -0.30924
  -0.0594487    -0.149127    -0.302457
   -0.058407    -0.140456    -0.292782
  -0.0561474     -0.13824    -0.306735
  -0.0573558    -0.131149     -0.29931
  -0.0569734     -0.12374    -0.290309
  -0.0557181    -0.115414    -0.277372
  -0.0535794    -0.120054    -0.307222
  -0.0547317    -0.114944    -0.298735
  -0.0551315    -0.109006    -0.289161
   -0.054396    -0.101425    -0.276424
  -0.0522543    -0.102514    -0.311693
  -0.0531526   -0.0993867    -0.301274
  -0.0538536   -0.0949961    -0.290526
  -0.0531388   -0.0883677    -0.276982
  -0.0526275   -0.0783602    -0.260173
  -0.0527534   -0.0845541    -0.320229
  -0.0534478   -0.0831223    -0.307387
  -0.0542944   -0.0797987    -0.294007
  -0.0536856   -0.0740692    -0.278757
