 1.1033e-05  1.5627e-05 1.56286e-05 0.000252565 0.000274868 8.37984e-06 3.72725e-06    0.969179 2.76417e-05 0.000106767 7.00891e-05   0.0256138 0.000529883  0.00030766 0.000738846  0.00148376  3.0133e-05 0.000124835 0.000190104 0.000425571 0.000355718 0.000234613
          0           0           0           0           0           0           0           1           0           0           0           0           0           0           0           0           0           0           0           0           0           0
1.44809e-05 2.05105e-05 2.05126e-05 0.000331491 0.000360765 1.09985e-05 4.89202e-06    0.959547 3.62798e-05 0.000140132 9.19919e-05   0.0336182 0.000695472 0.000403804 0.000969735  0.00194743 3.95496e-05 0.000163846 0.000249512 0.000558562  0.00046688  0.00030793
0.000105963 0.000150084   0.0001501  0.00242567  0.00263988 8.04813e-05 3.57971e-05    0.703987 0.000265476  0.00102541 0.000673147       0.246  0.00508909  0.00295482    0.007096   0.0142503 0.000289402  0.00119893  0.00182579  0.00408726  0.00341637  0.00225326
2.20661e-05  3.1254e-05 3.12572e-05 0.000505129 0.000549737 1.67597e-05  7.4545e-06    0.938357 5.52835e-05 0.000213534 0.000140178   0.0512277  0.00105977  0.00061532  0.00147769  0.00296752  6.0266e-05  0.00024967 0.000380208 0.000851142 0.000711436 0.000469226
1.70093e-05 2.40916e-05 2.40941e-05 0.000389371 0.000423756 1.29189e-05 5.74618e-06    0.952484 4.26143e-05 0.000164599 0.000108054    0.039488 0.000816903 0.000474309  0.00113905  0.00228746  4.6455e-05 0.000192454 0.000293077 0.000656089 0.000548398 0.000361695
3.81559e-05 5.40434e-05  5.4049e-05 0.000873453 0.000950587 2.89803e-05 1.28901e-05     0.89341 9.55943e-05 0.000369236 0.000242391   0.0885812  0.00183251  0.00106399  0.00255518  0.00513133  0.00010421  0.00043172 0.000657443  0.00147177  0.00123019  0.00081137
2.89617e-05 4.10209e-05 4.10251e-05 0.000662982  0.00072153 2.19971e-05 9.78404e-06    0.919094 7.25595e-05 0.000280264 0.000183984   0.0672364  0.00139094 0.000807607  0.00193947  0.00389487 7.90991e-05 0.000327691 0.000499023  0.00111712 0.000933759 0.000615859
6.34399e-05 8.98553e-05 8.98645e-05  0.00145225  0.00158049 4.81841e-05 2.14317e-05    0.822778  0.00015894 0.000613911 0.000403012     0.14728  0.00304683  0.00176904  0.00424836  0.00853161 0.000173265   0.0007178   0.0010931  0.00244703  0.00204538  0.00134903
4.62008e-05 6.54381e-05 6.54448e-05  0.00105761  0.00115101 3.50906e-05 1.56079e-05    0.870936  0.00011575 0.000447087 0.000293498    0.107258  0.00221889  0.00128833  0.00309392  0.00621324 0.000126182 0.000522746 0.000796061  0.00178208  0.00148957 0.000982442
0.000148486 0.000210314 0.000210335   0.0033991  0.00369927 0.000112779 5.01626e-05    0.585197 0.000372012  0.00143691 0.000943282     0.34472  0.00713134  0.00414059  0.00994364   0.0199689  0.00040554  0.00168007  0.00255848  0.00572748  0.00478737   0.0031575
0.000105963 0.000150084   0.0001501  0.00242567  0.00263988 8.04813e-05 3.57971e-05    0.703987 0.000265476  0.00102541 0.000673147       0.246  0.00508909  0.00295482    0.007096   0.0142503 0.000289402  0.00119893  0.00182579  0.00408726  0.00341637  0.00225326
1.70093e-05 2.40916e-05 2.40941e-05 0.000389371 0.000423756 1.29189e-05 5.74618e-06    0.952484 4.26143e-05 0.000164599 0.000108054    0.039488 0.000816903 0.000474309  0.00113905  0.00228746  4.6455e-05 0.000192454 0.000293077 0.000656089 0.000548398 0.000361695
0.000374813  0.00053088 0.000530934  0.00858011  0.00933782 0.000284679 0.000126622   0.0726215 0.000939096  0.00362708  0.00238106     0.75047   0.0180022   0.0104518      0.0251   0.0504065  0.00102368  0.00424088  0.00645821   0.0144575   0.0120844  0.00797026
0.000405383 0.000574179 0.000574238  0.00927991   0.0100994 0.000307898 0.000136949   0.0575333  0.00101572  0.00392291  0.00257526    0.751129   0.0194711   0.0113043   0.0271472   0.0545179  0.00110717  0.00458677  0.00698494   0.0156366     0.01307  0.00862032
  0.0004771 0.000675756 0.000675826   0.0109216   0.0118861 0.000362368 0.000161177   0.0409734   0.0011955  0.00461691  0.00303085    0.733837   0.0229173   0.0133041   0.0319497   0.0641631  0.00130304  0.00539821  0.00822064   0.0184029   0.0153823   0.0101453
0.000601174 0.000851494 0.000851581   0.0137619   0.0149772 0.000456605 0.000203093   0.0324606  0.00150654  0.00581758  0.00381905    0.683783   0.0288798    0.016764   0.0402584   0.0808502   0.0016419  0.00680207   0.0103585   0.0231887   0.0193826   0.0127837
0.000191009 0.000270543  0.00027057  0.00437253  0.00475866 0.000145076  6.4528e-05    0.466406 0.000478547  0.00184841  0.00121342     0.44344   0.0091736  0.00532636   0.0127913   0.0256876 0.000521677   0.0021612  0.00329118   0.0073677  0.00615836  0.00406174
0.000233532 0.000330772 0.000330806  0.00534595  0.00581805 0.000177373 7.88935e-05    0.347616 0.000585083   0.0022599  0.00148355     0.54216   0.0112159  0.00651213   0.0156389   0.0314062 0.000637815  0.00264234  0.00402387  0.00900792  0.00752936  0.00496598
