-3.37647e-14  8.09131e-13  2.90697e-12
 3.63264e-12 -6.18949e-13 -4.28372e-12
  2.0782e-13  5.35183e-13   4.8795e-13
 -7.0173e-13  2.05974e-12  9.74297e-13
 2.54408e-13  1.88205e-12  2.38198e-12
-2.57253e-13  3.86802e-13  1.90108e-12
-4.95617e-13 -1.57824e-12  2.72938e-12
-5.51365e-14 -5.02209e-13  6.79838e-13
 2.00659e-13  1.06581e-14  1.99565e-12
-5.05943e-13  9.40192e-13  1.85219e-12
  1.8717e-13  2.51449e-12  7.85576e-13
 3.72896e-14 -7.27751e-14 -1.17074e-12
-1.07314e-12 -1.67649e-12 -4.02109e-13
 1.29605e-13 -1.85368e-12  3.17663e-14
-4.79755e-14  1.26787e-12  1.39266e-12
-5.24775e-13  1.78263e-12  -2.0203e-12
-1.81023e-12 -5.55495e-12    5.675e-12
-3.10932e-13 -1.73223e-12   3.7835e-13
 7.44196e-13  2.19075e-12  1.22741e-12
-1.68768e-13  4.14169e-12   2.0725e-12
 8.04676e-13 -5.97744e-13  1.20873e-12
 9.84726e-13 -1.18494e-12 -4.66589e-12
-2.12028e-12 -9.33825e-12  -3.0777e-12
-4.03247e-13 -2.10093e-12  8.71733e-13
-5.97355e-13 -1.07125e-12 -7.87245e-13
 9.04096e-13  6.13826e-12  4.80733e-12
 5.91513e-13  2.19491e-13 -4.71321e-13
 -3.3043e-14 -2.53658e-12  -1.6959e-12
 8.77493e-14 -1.41648e-12 -3.45834e-14
 4.99087e-13 -1.87672e-12 -1.34516e-12
 1.44509e-12 -1.08846e-12 -7.13304e-13
-3.18037e-13  2.52159e-12  1.71715e-12
-2.82263e-12 -5.27689e-13 -3.70733e-12
-6.37726e-13 -6.09496e-12 -4.53861e-12
 1.21751e-12  1.08225e-12 -4.15819e-12
 3.11182e-13  2.70339e-13  1.47361e-12
 6.41279e-13 -2.01161e-12  3.52519e-12
 -6.5406e-14 -6.86173e-13  1.91927e-12
 1.33836e-12 -6.00964e-13  2.59855e-13
 4.48655e-13  3.71814e-13   4.3255e-12
 3.93338e-13 -2.52687e-13  4.09034e-13
 5.10175e-13 -2.05036e-12 -2.34715e-12
-1.80224e-12  2.71022e-12  2.47358e-12
 4.78576e-13 -5.24786e-12 -8.95601e-12
 9.14421e-13  2.96446e-12 -2.45994e-12
 6.98039e-13 -5.34978e-12 -6.80331e-13
 1.80961e-12  -1.7597e-14  -6.3529e-12
 1.11404e-12  -5.0237e-12 -7.67135e-12
 1.64618e-12 -1.81766e-12 -4.99326e-12
-1.98071e-12 -2.04653e-12  6.18752e-12
-8.39898e-13 -8.87568e-13 -1.76759e-12
 7.23352e-13 -3.68094e-13  6.36897e-12
 1.65261e-12 -1.00042e-12 -6.28728e-12
-1.06405e-12 -6.38628e-12 -1.04274e-12
-2.22551e-13 -1.92174e-12 -4.98837e-13
 3.25921e-12 -5.54801e-12 -8.61487e-12
-2.01235e-13 -1.44662e-13 -1.11301e-12
-2.03755e-12  2.63289e-12 -5.16311e-12
 2.98599e-12 -1.15125e-12 -2.60506e-12
 1.07693e-12 -7.08039e-12 -7.91459e-12
-1.69649e-12 -4.03194e-12 -6.67587e-12
  1.1993e-12 -8.22525e-12  4.67082e-12
 2.71713e-13 -4.46887e-12 -3.66396e-12
-6.36144e-13 -7.27574e-12  7.97554e-12
 2.88566e-12 -4.44206e-12 -1.54166e-12
 1.42909e-12 -8.77648e-12  -3.5667e-12
-5.77823e-13 -5.09703e-13  4.47717e-12
-4.57228e-12 -4.74099e-12  4.91135e-12
 1.55279e-12 -8.51687e-12 -1.40039e-12
 2.36075e-13   4.2517e-12  3.11695e-13
-5.92946e-14 -3.74539e-12 -5.23814e-12
 3.25697e-12  -1.2043e-11 -4.03641e-12
-1.12484e-12  8.97282e-13  6.32715e-12
 2.59877e-12 -7.37088e-12 -3.45825e-12
-3.96197e-13 -3.23069e-12 -3.38529e-12
 2.47435e-12 -1.49486e-12  6.38212e-13
 7.54938e-13 -4.64317e-12  -5.7639e-12
 6.65627e-13 -2.51166e-12  8.83682e-13
 2.94735e-12 -5.45064e-13  -3.4853e-12
  9.6094e-13 -4.87055e-12  -3.6087e-12
  1.2555e-12  -3.2736e-12  7.47219e-12
 8.29101e-13 -6.32888e-12   2.4272e-12
 2.08279e-12 -2.38948e-12 -5.86917e-12
-1.33431e-12  8.81198e-13  1.31724e-13
