6.66218e-05   8.151e-05 8.15111e-05 0.000513405 0.000539244 1.49676e-05 7.02256e-06     0.96918 2.94023e-05 0.000190847 0.000132079    0.025645 0.000563633 0.000474999 0.000858054    0.001622
          0           0           0           0           0           0           0           1           0           0           0           0           0           0           0           0
8.74411e-05 0.000106982 0.000106983 0.000673844 0.000707758  1.9645e-05 9.21711e-06    0.959548 3.85905e-05 0.000250487 0.000173354   0.0336591 0.000739768 0.000623436   0.0011262  0.00212887
0.000639847 0.000782836 0.000782846  0.00493083  0.00517899 0.000143751 6.74458e-05    0.703997 0.000282384  0.00183293  0.00126851    0.246299  0.00541323  0.00456197  0.00824089   0.0155779
0.000133244  0.00016302 0.000163022  0.00102681  0.00107849 2.99352e-05 1.40451e-05    0.938359 5.88046e-05 0.000381695 0.000264158     0.05129  0.00112727 0.000949998  0.00171611    0.003244
0.000102709 0.000125661 0.000125663 0.000791499 0.000831335  2.3075e-05 1.08264e-05    0.952485 4.53285e-05 0.000294223 0.000203622   0.0395361 0.000868934  0.00073229  0.00132283  0.00250058
  0.0002304 0.000281889 0.000281893  0.00177553  0.00186489 5.17629e-05 2.42863e-05    0.893413 0.000101683 0.000660013 0.000456774    0.088689  0.00194923   0.0016427  0.00296744  0.00560941
0.000174882 0.000213964 0.000213967  0.00134769  0.00141552 3.92899e-05 1.84342e-05    0.919097  7.7181e-05 0.000500974 0.000346708   0.0673182  0.00147954  0.00124687  0.00225239  0.00425774
0.000383075 0.000468682 0.000468689  0.00295208  0.00310066 8.60637e-05 4.03797e-05    0.822783 0.000169063  0.00109737 0.000759455    0.147459  0.00324089  0.00273124  0.00493381  0.00932649
0.000278979 0.000341323 0.000341328  0.00214988  0.00225809 6.26768e-05  2.9407e-05     0.87094 0.000123122 0.000799173 0.000553082    0.107388  0.00236021  0.00198906   0.0035931  0.00679212
0.000896619  0.00109699    0.001097  0.00690958  0.00725733 0.000201439 9.45119e-05     0.58521 0.000395706  0.00256849  0.00177757    0.345139  0.00758556  0.00639269    0.011548   0.0218294
0.000639847 0.000782836 0.000782846  0.00493083  0.00517899 0.000143751 6.74458e-05    0.703997 0.000282384  0.00183293  0.00126851    0.246299  0.00541323  0.00456197  0.00824089   0.0155779
0.000102709 0.000125661 0.000125663 0.000791499 0.000831335  2.3075e-05 1.08264e-05    0.952485 4.53285e-05 0.000294223 0.000203622   0.0395361 0.000868934  0.00073229  0.00132283  0.00250058
