8.79701e-05 0.000219768 0.000124439 0.000688073 0.000463386 2.12357e-05 1.43532e-05    0.969115 2.69513e-05 0.000257688 0.000276121   0.0233838 0.000459808  0.00136961  0.00090743  0.00258389
5.68509e-05 0.000142026 8.04191e-05 0.000444669 0.000299465 1.37236e-05 9.27583e-06    0.980041 1.74173e-05 0.000166532 0.000178444   0.0151119 0.000297152 0.000885115  0.00058643  0.00166985
0.000120452 0.000300915 0.000170386 0.000942135 0.000634485 2.90766e-05  1.9653e-05    0.957712 3.69027e-05 0.000352836 0.000378075    0.032018 0.000629586  0.00187532  0.00124249  0.00353796
0.000101533 0.000253652 0.000143625 0.000794158 0.000534829 2.45097e-05 1.65662e-05    0.964354 3.11065e-05 0.000297418 0.000318692   0.0269891   0.0005307  0.00158077  0.00104734  0.00298227
8.66075e-05 0.000216364 0.000122511 0.000677415 0.000456208 2.09067e-05 1.41309e-05    0.969594 2.65338e-05 0.000253697 0.000271844   0.0230216 0.000452686   0.0013484 0.000893375  0.00254387
          0           0           0           0           0           0           0           1           0           0           0           0           0           0           0           0
0.000171852 0.000429324 0.000243095  0.00134417 0.000905239 4.14845e-05 2.80395e-05    0.939666 5.26502e-05 0.000503403 0.000539411   0.0456811  0.00089825  0.00267558  0.00177269  0.00504772
0.000127296 0.000318014 0.000180068 0.000995671 0.000670539 3.07289e-05 2.07697e-05    0.955309 3.89996e-05 0.000372886 0.000399558   0.0338374 0.000665362  0.00198188  0.00131309    0.003739
0.000385674 0.000963498 0.000545559  0.00301662  0.00203155 9.31004e-05 6.29268e-05    0.864597 0.000118158  0.00112975  0.00121056    0.102518  0.00201587  0.00600458  0.00397831   0.0113282
0.000256485 0.000640756 0.000362814  0.00200614  0.00135105 6.19146e-05 4.18483e-05    0.909953 7.85791e-05 0.000751316 0.000805057   0.0681779  0.00134062  0.00399323   0.0026457  0.00753359
0.000851189  0.00212645  0.00120406  0.00665772  0.00448367 0.000205474  0.00013888    0.701164 0.000260778  0.00249337  0.00267171     0.22626  0.00444905   0.0132522   0.0087802   0.0250015
0.000728685  0.00182041  0.00103077  0.00569953  0.00383838 0.000175902 0.000118893    0.744173 0.000223246  0.00213452   0.0022872    0.193696  0.00380874   0.0113449  0.00751654   0.0214032
3.79006e-05  9.4684e-05 5.36127e-05 0.000296446 0.000199643 9.14907e-06 6.18389e-06    0.986694 1.16116e-05 0.000111021 0.000118963   0.0100746 0.000198102 0.000590077 0.000390953  0.00111323
1.89503e-05  4.7342e-05 2.68064e-05 0.000148223 9.98215e-05 4.57454e-06 3.09194e-06    0.993347 5.80578e-06 5.55107e-05 5.94813e-05  0.00503729 9.90508e-05 0.000295038 0.000195477 0.000556616
0.000973693   0.0024325  0.00137735   0.0076159  0.00512897 0.000235046 0.000158868    0.658156 0.000298309  0.00285221  0.00305623    0.258823  0.00508936   0.0151595   0.0100439   0.0285997
  0.0011452  0.00286095  0.00161995  0.00895736  0.00603238 0.000276447 0.000186851    0.597943 0.000350853   0.0033546  0.00359455    0.304412   0.0059858   0.0178296    0.011813   0.0336372
0.000973693   0.0024325  0.00137735   0.0076159  0.00512897 0.000235046 0.000158868    0.658156 0.000298309  0.00285221  0.00305623    0.258823  0.00508936   0.0151595   0.0100439   0.0285997
0.000949192  0.00237129  0.00134269  0.00742427  0.00499991 0.000229132 0.000154871    0.666757 0.000290803  0.00278044  0.00297933     0.25231   0.0049613    0.014778  0.00979112   0.0278801
  0.0011207  0.00279974  0.00158529  0.00876573  0.00590332 0.000270532 0.000182854    0.606545 0.000343347  0.00328283  0.00351765    0.297899  0.00585774   0.0174482   0.0115602   0.0329176
  0.0011452  0.00286095  0.00161995  0.00895736  0.00603238 0.000276447 0.000186851    0.597943 0.000350853   0.0033546  0.00359455    0.304412   0.0059858   0.0178296    0.011813   0.0336372
  0.0012432  0.00310579  0.00175858  0.00972391  0.00654861 0.000300104 0.000202841    0.563536 0.000380878  0.00364168  0.00390216    0.330463  0.00649805   0.0193555   0.0128239   0.0365158
  0.0013657  0.00341183  0.00193187   0.0106821  0.00719391 0.000329676 0.000222829    0.520528 0.000418409  0.00400052  0.00428668    0.363026  0.00713836   0.0212627   0.0140875    0.040114
 0.00170872  0.00426874  0.00241708    0.013365  0.00900073 0.000412478 0.000278795    0.400103 0.000523497   0.0050053  0.00536332    0.454204  0.00893123   0.0266031   0.0176258   0.0501891
 0.00205173  0.00512566  0.00290229   0.0160479   0.0108076 0.000495279 0.000334761    0.279679 0.000628585  0.00601007  0.00643997    0.545381   0.0107241   0.0319434    0.021164   0.0602642
 0.00218029  0.00544684  0.00308415   0.0170535   0.0114848 0.000526314 0.000355737    0.234048 0.000667973  0.00638667   0.0068435    0.580051   0.0113961    0.033945   0.0224902   0.0640404
 0.00226617  0.00566139  0.00320564   0.0177253   0.0119372 0.000547046  0.00036975    0.204886 0.000694285  0.00663824  0.00711307     0.60189    0.011845   0.0352821   0.0233761    0.066563
 0.00230885  0.00576802  0.00326601   0.0180591    0.012162 0.000557349 0.000376714    0.188417 0.000707361  0.00676327  0.00724704     0.61472   0.0120681   0.0359467   0.0238163   0.0678166
 0.00243794   0.0060905  0.00344861   0.0190687   0.0128419 0.000588509 0.000397775    0.146561 0.000746908  0.00714139  0.00765221    0.645569   0.0127428   0.0379564   0.0251479   0.0716082
  0.0024801  0.00619583  0.00350825   0.0193985    0.013064 0.000598688 0.000404655    0.126317 0.000759824   0.0072649  0.00778455    0.662218   0.0129631   0.0386128   0.0255828   0.0728465
 0.00256754  0.00641427  0.00363194   0.0200824   0.0135246 0.000619794 0.000418921    0.108481 0.000786616  0.00752102    0.008059    0.672599   0.0134202   0.0399741   0.0264847    0.075415
 0.00259519  0.00648334  0.00367105   0.0202987   0.0136703 0.000626469 0.000423432    0.091629 0.000795085  0.00760201  0.00814578    0.687094   0.0135647   0.0404046   0.0267699    0.076227
  0.0024838  0.00620508  0.00351349   0.0194275   0.0130835 0.000599582 0.000405259    0.101442 0.000760955  0.00727575  0.00779618    0.686778   0.0129824   0.0386705    0.025621    0.072955
 0.00248751  0.00621433  0.00351873   0.0194565   0.0131031 0.000600476 0.000405863    0.076568 0.000762086   0.0072866   0.0078078    0.711337   0.0130017   0.0387281   0.0256592   0.0730635
 0.00266949  0.00666897  0.00377615   0.0208799   0.0140616 0.000644405 0.000435555   0.0872535 0.000817856  0.00781967  0.00837901    0.685133   0.0139532   0.0415614   0.0275363   0.0784099
 0.00277144  0.00692366  0.00392037   0.0216773   0.0145987 0.000669016  0.00045219   0.0660257 0.000849095  0.00811831  0.00869901    0.697667   0.0144862   0.0431487    0.028588   0.0814048
 0.00343034  0.00856974  0.00485243    0.026831   0.0180695 0.000828072 0.000559696   0.0463743    0.001051   0.0100484   0.0107672    0.661134   0.0179309   0.0534073   0.0353846    0.100762
 0.00407325   0.0101759  0.00576186   0.0318596    0.021456 0.000983265 0.000664593   0.0381332   0.0012481   0.0119316   0.0127851    0.614547   0.0212935   0.0634169   0.0420159    0.119654
 0.00226288  0.00565318  0.00320099   0.0176995   0.0119198 0.000546253 0.000369214   0.0451121  0.00069326  0.00662861  0.00710275    0.761945   0.0118275   0.0352309   0.0233422   0.0664654
 0.00601329   0.0150225  0.00850616   0.0470345   0.0316752  0.00145162 0.000981137   0.0205826  0.00183945    0.017615   0.0188746    0.466906   0.0313823   0.0936177   0.0620323    0.176466
 0.00680028   0.0169886  0.00961941   0.0531903   0.0358206  0.00164161  0.00110954   0.0183172  0.00207938   0.0199204   0.0213449    0.402144   0.0354758    0.105869   0.0701508    0.199528
 0.00716644   0.0179033   0.0101374    0.056055   0.0377494  0.00173005   0.0011693   0.0170899  0.00218818   0.0209936   0.0224945    0.372442   0.0373319    0.111565   0.0739367    0.210047
 0.00755609   0.0188768   0.0106885   0.0591019   0.0398017  0.00182404  0.00123285   0.0157618  0.00231091   0.0221342    0.023717    0.340188   0.0394259    0.117639   0.0779401    0.221801
 0.00777974   0.0194355   0.0110049   0.0608527   0.0409799  0.00187814  0.00126937   0.0149448  0.00237223   0.0227906   0.0244196    0.322576   0.0404719    0.121109   0.0802674    0.227849
 0.00810933   0.0202589   0.0114711   0.0634326   0.0427161  0.00195784  0.00132319   0.0137708  0.00246408   0.0237578   0.0254549    0.296455   0.0420391    0.126225   0.0836928    0.236872
 0.00824699   0.0206028   0.0116659    0.064505   0.0434405  0.00199072  0.00134554   0.0132315  0.00252562   0.0241569   0.0258849    0.283365   0.0430888    0.128406   0.0850409    0.242503
